ID,RAdeg,DEdeg,zspec_1,l_MUVmag,MUVmag,E_MUVmag_1,e_MUVmag_1a,l_logMstar,logMstar,E_logMstar_1,e_logMstar_1a,l_logSFR,logSFR,E_logSFR_1,e_logSFR_1a,EWHb,e_EWHb,l_R3,R3,e_R3,l_R23,R23,e_R23,l_O32,O32,e_O32,logOH,E_logOH_1,e_logOH_1a,PFlag,MFlag,Note,ID_1,RA_1,DEC_1,X,Y,isoarea_SE,class_starSE,flags_SE,r50_SE,f_autoSE,e_autoSE,a_f001w,ell_f001w,theta_f001w,rKron_f001w,f_f435w,f_f606w,f_f775w,f_f814w,f_f105w,f_f125w,f_f140w,f_f160w,f_f090w,f_f115w,f_f150w,f_f200w,f_f277w,f_f356w,f_f410m,f_f444w,e_f435w,e_f606w,e_f775w,e_f814w,e_f105w,e_f125w,e_f140w,e_f160w,e_f090w,e_f115w,e_f150w,e_f200w,e_f277w,e_f356w,e_f410m,e_f444w,apopt,flag_1,ID_2,RA_2,DEC_2,zspec_2,zphot,EAzY_eazy_v13,EAzY_Larson,EAzY_LarsonLyaRed,flag_2,Separation_2,Separation_1,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,comment,References,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,FITS,Fnu,Flam,Separation
CEERS_01912,215.0108339,53.013327,5.104,,-20.71,0.38,0.66,,8.67,0.64,0.24,,,,,65,40,>,5.1,,,,,,,,7.97,0.27,0.27,1,R3,,80578,215.01083,53.013327,5059.03,13856.628,747.0,0.03,3.0,6.791,0.3112,0.00477,6.148694,0.139246,-5.014238,49.189552,0.0,0.00166,0.0,0.10893,0.0,0.20724,0.0,0.24446,0.0,0.2064,0.23871,0.2665,0.62708,0.30964,0.66917,0.46761,-99.0,0.00807,-99.0,0.01024,-99.0,0.02135,-99.0,0.01722,-99.0,0.00643,0.00744,0.0061,0.00519,0.00436,0.00909,0.00605,0.33,314,80578,215.01083,53.013327,5.104,5.104,5.104,5.104,5.104,314,0.0,0.008446874572799204,j142002.60p530047.98,1,19057,215.010834,53.013327,ceers-v3_prism-clear_1345_1912.spec.fits,ceers-v3,1912,0,,3,5.094,5.094,Redshift matches ceers-v2_prism-clear_1345_1912 z=5.0957,KNa23  z=5.104,1,2.44,0.6,5.29,-1.7,19.2,,42.22,42.52,,,,FITS   zfit   spl,,,2.165865232685009E-4
CEERS_01953,214.9982666,52.9947428,4.608,,-20.0,0.43,0.07,,8.46,0.29,0.06,,,,,106,42,>,5.4,,,,,,,,7.98,0.26,0.26,1,R3,,82381,214.998253,52.994747,7345.04,13101.489,409.0,0.08,1.0,6.302,0.15826,0.00465,4.741885,0.223037,-11.759664,37.935078,0.0,0.02102,0.0,0.11152,0.0,0.11288,0.0,0.08178,0.0,0.10768,0.12115,0.12888,0.18362,0.16398,0.126,0.12291,-99.0,0.00641,-99.0,0.01049,-99.0,0.01581,-99.0,0.01343,-99.0,0.00498,0.00593,0.00485,0.00391,0.00338,0.00668,0.00473,0.5,114,82381,214.998253,52.994747,4.608,4.608,4.608,4.608,4.608,114,0.0,0.033121049612467264,j141959.58p525941.07,1,19062,214.998267,52.994743,ceers-v3_prism-clear_1345_1953.spec.fits,ceers-v3,1953,0,,3,4.6076,4.6076,,KNa23  z=4.608,1,1.3,0.6,5.29,0.8,19.4,,41.92,42.33,,,,FITS   zfit   spl,,,0.014426059813264265
CEERS_02000,214.859629,52.88813,4.809,,-20.29,0.33,0.67,,8.97,0.24,0.64,,1.35,0.04,0.05,152,67,,6.3,0.7,,9.5,1.0,,6.5,1.1,7.99,0.15,0.15,1,R23,,61831,214.859646,52.888137,23584.264,12448.053,438.0,0.03,3.0,5.957,0.17726,0.00421,5.398275,0.268393,15.782961,43.186203,0.0,0.01819,0.0,0.12842,0.0,0.13987,0.0,0.13517,0.0,0.16153,0.16098,0.17304,0.35271,0.23706,0.18363,0.17765,-99.0,0.00586,-99.0,0.00739,-99.0,0.01849,-99.0,0.01627,-99.0,0.00598,0.00699,0.00367,0.00501,0.00442,0.00788,0.00504,0.33,314,61831,214.859646,52.888137,4.809,4.809,4.809,4.809,4.809,314,0.0,0.04470572426906348,j141926.31p525317.29,2,21835,214.859629,52.88813,ceers-v3_prism-clear_1345_2000.spec.fits,ceers-v3,2000,0,,3,4.8061,4.8061,Redshifts match v2 grade=3,KNa23  z=4.809,1,4.78,0.6,5.29,-1.0,41.9,,42.6,43.1,,,,FITS   zfit   spl,,,0.025200000008040912
CEERS_02036,215.0144487,52.9939022,4.645,>,-19.62,,,<,8.7,,,,,,,,,>,6.8,,,,,,,,,,,0,,,60826,215.014454,52.9939,6663.219,12145.045,390.0,0.4,0.0,5.954,0.10729,0.00355,6.121739,0.466599,1.358306,48.973911,0.0,0.00938,0.0,0.04693,0.0,0.04272,0.0,0.04179,0.0,0.0,0.04161,0.0402,0.09681,0.08037,0.05804,0.06584,-99.0,0.00478,-99.0,0.0064,-99.0,0.01106,-99.0,0.00928,-99.0,-99.0,0.00993,0.00603,0.00252,0.00238,0.00461,0.00361,0.5,24,60826,215.014454,52.9939,4.645,4.645,4.645,4.645,4.645,24,0.0,0.01395042861507828,j142003.47p525938.05,1,19068,215.014449,52.993902,ceers-v3_prism-clear_1345_2036.spec.fits,ceers-v3,2036,0,,3,4.6407,4.6407,Redshifts match v2 grade=3,KNa23  z=4.645,1,1.92,1.05,5.29,,13.8,,41.65,42.13,,,,FITS   zfit   spl,,,0.007229285426803085
CEERS_02116,214.8116852,52.8372405,5.28,,-20.03,0.45,0.63,,8.64,0.38,0.3,,0.87,0.05,0.05,98,50,,5.4,0.7,,7.6,1.0,,8.0,2.3,7.91,0.3,0.21,1,R23,,68670,214.811677,52.837239,30489.922,11147.07,370.0,0.18,2.0,6.368,0.14253,0.00501,4.63759,0.143746,-45.449427,37.100719,0.0,5.6E-4,0.0,0.04915,0.06811,0.10708,0.0,0.08497,0.0,0.11233,0.10864,0.1011,0.16902,0.13409,0.18834,0.16259,-99.0,0.00716,-99.0,0.00911,0.01068,0.01424,-99.0,0.01194,-99.0,0.00441,0.00524,0.00468,0.0039,0.00366,0.00598,0.00549,0.33,313,68670,214.811677,52.837239,5.28,5.28,5.28,5.28,5.28,313,0.0,0.018632158185151224,j141914.80p525014.07,1,19075,214.811685,52.837241,ceers-v3_prism-clear_1345_2116.spec.fits,ceers-v3,2116,0,,3,5.2777,5.2777,Redshifts match v2 grade=3,KNa23  z=5.280,1,3.73,0.6,5.29,-3.1,27.4,,42.25,42.73,,,,FITS   zfit   spl,,,0.007213124952886121
CEERS_02362,214.8645053,52.8709642,5.322,,-18.02,0.66,0.11,,9.67,0.35,0.58,,1.8,0.12,0.17,47,30,,5.8,1.9,,6.3,2.1,>,0.8,,8.45,0.28,0.22,1,R23,,73582,214.8645,52.870971,24927.059,10846.977,524.0,0.06,3.0,6.627,0.32714,0.00371,5.762549,0.240926,-26.233,46.100395,0.0,-0.00748,0.0,0.01134,0.0,0.0208,0.0,0.0147,0.0,0.01989,0.02748,0.08196,0.17513,0.29322,0.58287,0.48809,-99.0,0.00777,-99.0,0.00871,-99.0,0.0173,-99.0,0.01469,-99.0,0.00537,0.00667,0.00563,0.0044,0.00408,0.00803,0.0056,0.33,314,73582,214.8645,52.870971,5.322,5.322,5.322,5.322,5.322,314,0.0,0.027053831496781956,j141927.48p525215.47,1,19115,214.864505,52.870964,ceers-v3_prism-clear_1345_2362.spec.fits,ceers-v3,2362,0,,3,5.3199,5.3199,Redshifts match v2 grade=3,KNa23  z=5.322,1,3.79,1.48,5.29,,30.8,,42.33,42.31,,,,FITS   zfit   spl,,,0.025208430615600453
CEERS_02782,214.8234525,52.8302813,5.251,,-19.5,0.12,0.0,,8.53,0.42,0.05,,1.68,0.05,0.05,157,17,,4.5,0.5,,6.0,0.6,>,10.0,,7.51,0.16,0.16,1,R23,"No=2, Broad",56420,214.82345,52.830283,30574.676,9956.303,337.0,0.99,0.0,2.983,0.20339,0.00269,3.62373,0.192723,-19.175806,28.989838,0.0,0.00659,0.0,0.0846,0.08202,0.05978,0.0,0.08436,0.0,0.07274,0.07385,0.0806,0.24337,0.15309,0.53549,0.35314,-99.0,0.0038,-99.0,0.00435,0.00654,0.01171,-99.0,0.00875,-99.0,0.00261,0.00312,0.00267,0.00237,0.00197,0.00391,0.00317,0.33,10013,56420,214.82345,52.830283,5.251,5.251,5.251,5.251,5.251,10013,0.0,0.008186691585961869,j141917.63p524949.00,6,22064,214.823453,52.830281,ceers-v3_g235m-f170lp_1345_2782.spec.fits,ceers-v3,2782,0,,3,5.2399,5.2399,Redshifts match v2 grade=3,KNa23  z=5.251 ;  DKo23  z=5.242,2,0.67,1.7,3.15,,,,,42.39,,,,FITS   zfit   spl,,,0.007281668830559157
CEERS_03584,214.9887523,52.9980436,4.642,,-20.94,0.96,0.32,,8.89,0.55,0.19,,1.39,0.04,0.04,142,53,,,,,,,,,,,,,1,,,60467,214.988747,52.998044,7489.204,13880.637,586.0,0.32,0.0,4.307,0.32675,0.00401,4.638917,0.098302,-48.786573,37.111336,0.0,0.05176,0.0,0.17816,0.0,0.2103,0.0,0.22892,0.0,0.24891,0.24311,0.29156,0.57552,0.41352,0.26637,0.27662,-99.0,0.0058,-99.0,0.00956,-99.0,0.01429,-99.0,0.01226,-99.0,0.00464,0.00547,0.00475,0.004,0.00344,0.00615,0.00494,0.5,14,60467,214.988747,52.998044,4.642,4.642,4.642,4.642,4.642,14,0.0,0.0115730874780381,j141957.30p525952.96,1,19258,214.988752,52.998044,ceers-v3_prism-clear_1345_3584.spec.fits,ceers-v3,3584,0,,3,4.6384,4.6384,Redshift matches ceers-v2_prism-clear_1345_3584 z=4.6383,KNa23  z=4.642,1,5.43,0.6,5.29,-2.7,40.1,,42.51,43.0,,,,FITS   zfit   spl,,,6.499896010048889E-4
CEERS_10995,215.1520322,52.9740418,4.482,,-22.29,0.08,0.07,,9.48,0.08,0.05,,,,,24,8,>,5.2,,,,,,,,7.97,0.27,0.27,1,R3,,10126,215.152015,52.974049,2019.359,3041.454,1418.0,0.03,0.0,7.154,1.02583,0.0056,7.638981,0.275328,-77.775126,61.111851,0.0,0.08337,0.0,0.19188,0.0,0.28857,0.0,0.35805,0.0,0.26919,0.35333,0.55524,0.94381,1.04458,0.93164,1.01601,-99.0,0.00963,-99.0,0.00887,-99.0,0.01314,-99.0,0.01315,-99.0,0.00436,0.00654,0.00561,0.00597,0.00419,0.00939,0.00924,0.66,114,10126,215.152015,52.974049,4.482,4.482,4.482,4.482,4.482,114,0.0,0.045410908749456615,j142036.49p525826.55,1,18885,215.152032,52.974042,ceers-v3_prism-clear_1345_10995.spec.fits,ceers-v3,10995,0,,3,4.4833,4.4833,Redshifts match v2 grade=3,KNa23  z=4.482,1,13.03,0.6,5.29,-0.4,45.2,,42.76,42.82,,,,FITS   zfit   spl,,,0.025203729505878944
CEERS_11383,215.086144,52.9522083,5.072,,-22.74,0.44,0.13,,9.87,0.22,0.07,,,,,18,15,>,2.4,,,,,,,,,,,1,,,24593,215.086085,52.95222,7107.35,4960.787,2398.0,0.03,2.0,11.149,1.28705,0.00708,12.151299,0.390453,66.160077,97.210396,0.0,0.03334,0.0,0.1544,0.36391,0.40278,0.0,0.53542,0.0,0.46178,0.50553,0.62879,1.15,1.19536,1.74043,1.63034,-99.0,0.01519,-99.0,0.01689,0.02435,0.02762,-99.0,0.02656,-99.0,0.00831,0.0124,0.01091,0.00911,0.00729,0.016,0.01208,0.33,213,24593,215.086085,52.95222,5.072,5.072,5.072,5.072,5.072,213,0.0,0.13472057197406204,j142020.67p525707.95,3,21868,215.086144,52.952208,ceers-v3_prism-clear_1345_11383.spec.fits,ceers-v3,11383,0,,3,5.0721,5.0721,Redshifts match v2 grade=3,KNa23  z=5.072,1,5.48,0.6,5.29,-0.8,28.4,,42.61,42.73,,,,FITS   zfit   spl,,,0.04320000001051299
CEERS_11624,215.0724897,52.9561377,3.796,,-20.34,0.02,0.08,,8.52,0.08,0.05,,1.28,0.09,0.12,105,25,,10.0,2.4,,,,,,,8.05,0.24,0.24,1,R3,,33148,215.072469,52.956151,7387.989,6015.667,511.0,0.62,0.0,5.506,0.21401,0.00388,5.605172,0.36417,-10.219528,44.841377,0.0,0.13814,0.0,0.17747,0.13914,0.15882,0.0,0.1496,0.0,0.18089,0.17607,0.24325,0.20944,0.24725,0.1762,0.18929,-99.0,0.0058,-99.0,0.00738,0.01197,0.01325,-99.0,0.01269,-99.0,0.00438,0.00636,0.00548,0.00426,0.00306,0.00747,0.00576,0.5,13,33148,215.072469,52.956151,3.796,3.796,3.796,3.796,3.796,13,0.0,0.06563427111475847,j142017.40p525722.10,1,18904,215.07249,52.956138,ceers-v3_prism-clear_1345_11624.spec.fits,ceers-v3,11624,0,,3,3.7822,3.7822,Redshifts match v2 grade=3,KNa23  z=3.796,1,2.39,0.6,5.29,,29.1,40.3,42.03,42.47,,,,FITS   zfit   spl,,,0.04680452226682466
CEERS_11676,215.0519465,52.9447738,4.269,,-19.86,0.13,0.13,,8.81,0.88,0.88,,,,,,,>,6.4,,,,,,,,7.99,0.24,0.24,0,R3,,35066,215.051939,52.944782,9389.414,6258.696,132.0,0.97,0.0,4.484,0.16026,0.00984,3.348708,0.334062,-24.327162,26.789661,0.0,0.04542,0.0,0.10237,0.11258,0.11715,0.0,0.11519,0.0,0.0,0.0,0.0,0.0,0.17761,0.0,0.0,-99.0,0.00437,-99.0,0.0049,0.01295,0.0099,-99.0,0.01065,-99.0,-99.0,-99.0,-99.0,-99.0,0.00968,-99.0,-99.0,0.28,73,35066,215.051939,52.944782,4.269,4.269,4.269,4.269,4.269,73,0.0,0.03370661902351634,j142012.47p525641.19,3,16032,215.051947,52.944774,ceers-v3_g235m-f170lp_1345_11676.spec.fits,ceers-v3,11676,0,,3,4.2682,4.2688,,KNa23  z=4.269,1,1.27,1.7,3.15,,,,,42.1,,,,FITS   zfit   spl,,,0.02882041756787544
CEERS_37697,214.891459,52.867458,5.15,,-19.69,0.03,0.08,,8.41,0.12,0.05,,,,,10,10,>,2.2,,,,,,,,,,,1,,,51975,214.89145,52.867459,23984.582,9086.157,274.0,0.91,0.0,3.818,0.05752,0.00172,3.659387,0.119316,12.56802,29.275099,0.0,0.00756,0.0,0.0266,0.0,0.02212,0.0,0.05347,0.0,0.04359,0.04165,0.04085,0.06787,0.05752,0.06354,0.06331,-99.0,0.00416,-99.0,0.0043,-99.0,0.01122,-99.0,0.01015,-99.0,0.0019,0.00249,0.00176,0.00166,0.00133,0.00283,0.00194,0.33,14,51975,214.89145,52.867459,5.15,5.15,5.15,5.15,5.15,14,0.0,0.0198871649143362,j141933.95p525202.85,1,19280,214.891459,52.867458,ceers-v3_prism-clear_1345_37697.spec.fits,ceers-v3,37697,0,,3,5.1497,5.1497,Redshifts match v2 grade=3,KNa23  z=5.150,1,4.01,0.6,5.29,5.2,11.1,,41.51,41.79,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_80072,214.89085,52.813941,5.268,,-18.21,0.11,0.53,,8.21,0.28,0.25,,,,,91,85,>,2.7,,,,,,,,,,,1,,,25924,214.890847,52.813938,28907.303,4960.984,59.0,0.94,0.0,4.395,0.01431,0.00222,2.28165,0.27498,-64.82375,18.253199,0.0,-0.00152,0.0,0.01062,0.0,-0.01183,0.0,0.0174,0.0,0.00913,0.01445,0.01076,0.01511,0.01636,0.02485,0.0198,-99.0,0.00573,-99.0,0.0057,-99.0,0.01399,-99.0,0.01241,-99.0,0.00256,0.00462,0.00362,0.00294,0.00227,0.00533,0.00299,0.28,14,25924,214.890847,52.813938,5.268,5.268,5.268,5.268,5.268,14,0.0,0.012619400360177155,j141933.80p524850.19,1,19466,214.89085,52.813941,ceers-v3_prism-clear_1345_80072.spec.fits,ceers-v3,80072,0,,3,5.2702,5.2702,Redshift matches ceers-v2_prism-clear_1345_80072 z=5.2681,KNa23  z=5.268,1,0.43,0.6,5.29,-1.6,8.2,,41.36,41.84,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_80083,214.961276,52.842364,8.637,,-19.11,0.61,0.02,,8.94,0.08,0.14,,0.76,0.09,0.11,105,30,,4.5,1.1,,6.1,1.5,>,6.9,,7.64,0.28,0.25,1,R23,,12742,214.961263,52.842359,23001.678,3281.381,119.0,0.85,0.0,5.062,0.03157,0.00319,3.147984,0.270014,-3.967773,25.183874,0.0,-0.00667,0.0,-0.01472,0.0,0.04291,0.0,0.00705,0.0,0.00861,0.02729,0.02059,0.03143,0.03107,0.02232,0.0701,-99.0,0.00801,-99.0,0.00799,-99.0,0.01776,-99.0,0.01562,-99.0,0.00297,0.00573,0.00411,0.0044,0.00301,0.0065,0.0049,0.28,14,12742,214.961263,52.842359,8.638,8.638,8.638,8.638,8.638,14,0.0,0.0335121045681936,j141950.71p525032.51,1,19470,214.961276,52.842364,ceers-v3_prism-clear_1345_80083.spec.fits,ceers-v3,80083,0,,3,8.6369,8.6369,Redshifts match v2 grade=3,PAHa23  z=8.638 ;  KNa23  z=8.637,2,1.03,0.6,5.29,1.6,,,,42.45,,,,FITS   zfit   spl,,,0.01800000000247208
CEERS_80239,214.896054,52.869853,7.487,,-17.92,1.07,0.0,,8.13,0.19,0.56,,0.36,0.11,0.15,125,57,,4.6,1.4,,6.6,2.0,,,,7.67,0.42,0.31,1,R23,,51679,214.896051,52.869854,23549.697,9018.359,85.0,0.78,3.0,4.088,0.01651,0.00236,2.5168,0.159622,61.938575,20.134399,0.0,3.0E-4,0.0,-0.00748,0.0,0.00893,0.0,-0.00903,0.0,0.01097,0.012,0.01766,0.01597,0.01688,0.07051,0.03381,-99.0,0.0055,-99.0,0.00562,-99.0,0.0138,-99.0,0.01193,-99.0,0.00323,0.00461,0.00279,0.00294,0.00214,0.00541,0.00308,0.28,314,51679,214.896051,52.869854,7.487,7.487,7.487,7.487,7.487,314,0.0,0.0074471253791983764,j141935.05p525211.47,1,19475,214.896054,52.869853,ceers-v3_prism-clear_1345_80239.spec.fits,ceers-v3,80239,0,,3,7.4893,7.4893,Redshifts match v2 grade=3,KNa23  z=7.487,1,0.58,0.6,5.29,4.4,,,,42.48,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_80372,214.927798,52.850003,7.483,,-19.27,0.04,0.03,,8.19,0.05,0.05,,0.6,0.05,0.06,104,14,,2.5,0.4,,3.4,0.5,>,6.6,,7.46,0.25,0.25,1,R3,,31246,214.927794,52.850002,23875.15,5723.111,123.0,0.96,0.0,3.046,0.04625,0.00219,2.521235,0.19187,81.102856,20.169878,0.0,0.00147,0.0,0.00705,0.0,0.01341,0.0,0.03693,0.0,0.02016,0.02106,0.01837,0.01878,0.02903,0.07281,0.06077,-99.0,0.00331,-99.0,0.00379,-99.0,0.009,-99.0,0.00777,-99.0,0.00126,0.00232,0.00189,0.00179,0.00135,0.00299,0.00201,0.28,14,31246,214.927794,52.850002,7.483,7.483,7.483,7.483,7.483,14,0.0,0.00941191460992555,j141942.67p525100.01,4,21816,214.927798,52.850003,ceers-v3_prism-clear_1345_80372.spec.fits,ceers-v3,80372,0,,3,7.4825,7.4825,Redshifts match v2 grade=3,KNa23  z=7.483 ;  DKo24  z=7.480,2,2.47,0.6,5.29,1.8,,,,42.24,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_80374,214.898074,52.824895,7.174,,-18.09,6.67,2.38,,9.0,0.07,0.4,,,,,125,36,,3.5,1.0,,,,,,,7.61,0.3,0.31,1,R3,,29200,214.898061,52.824895,27566.588,5413.678,64.0,0.96,2.0,7.287,0.02369,0.00294,2.063685,0.068352,49.957534,16.509483,0.0,-0.00618,0.0,0.00521,0.0,0.0165,0.0,0.00683,0.0,0.02344,0.01534,0.01422,0.01648,0.01586,0.05627,0.03178,-99.0,0.00614,-99.0,0.00737,-99.0,0.01742,-99.0,0.01514,-99.0,0.00312,0.0058,0.00462,0.00386,0.00265,0.0065,0.00384,0.28,14,29200,214.898061,52.824895,7.174,7.174,7.174,7.174,7.174,14,0.0,0.02827903879952391,j141935.54p524929.62,1,19480,214.898074,52.824895,ceers-v3_prism-clear_1345_80374.spec.fits,ceers-v3,80374,0,,3,7.1776,7.1776,Redshifts match v2 grade=3,KNa23  z=7.174,1,0.66,0.6,5.29,-0.5,,,,42.13,,,,FITS   zfit   spl,,,0.0
CEERS_80432,214.812056,52.746747,7.477,,-20.05,0.04,0.02,,8.5,0.05,0.05,,,,,123,20,,7.0,1.2,,,,,,,8.1,0.25,0.25,1,R3,,18909,214.812051,52.746744,38755.816,4104.17,228.0,0.59,0.0,4.409,0.06818,0.00318,3.749627,0.210833,57.267055,29.997017,0.0,-0.00389,0.0,0.0086,0.03655,0.05157,0.0,0.08745,0.0,0.07385,0.08362,0.07252,0.06191,0.07588,0.26765,0.14412,-99.0,0.00919,-99.0,0.01054,0.04935,0.01759,-99.0,0.01877,-99.0,0.00411,0.00493,0.00426,0.00347,0.00315,0.00683,0.00487,0.28,13,18909,214.812051,52.746744,7.477,7.477,7.477,7.477,7.477,13,0.0,0.015341613952058821,j141914.89p524448.29,1,19485,214.812056,52.746747,ceers-v3_prism-clear_1345_80432.spec.fits,ceers-v3,80432,0,,3,7.4757,7.4757,Redshift matches ceers-v2_prism-clear_1345_80432 z=7.4763,KNa23  z=7.477,1,1.98,0.6,5.29,-0.5,,,,42.76,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_80445,214.843115,52.747886,7.509,,-19.66,0.03,0.02,,8.34,0.05,0.05,,,,,8,18,>,3.1,,,,,,,,,,,1,,,6440,214.843085,52.74788,37193.777,2473.071,177.0,0.49,0.0,7.179,0.07111,1.393694E11,4.498765,0.440967,47.249391,35.99012,0.0,0.00305,0.0,-0.00134,0.00745,0.04072,0.0,0.05568,0.0,0.05669,0.06041,0.05425,0.04542,0.05259,0.09641,0.06308,-99.0,0.00949,-99.0,0.00847,0.03707,0.01425,-99.0,0.01494,-99.0,0.00393,0.0047,0.00399,0.00441,0.00438,0.00903,0.00691,0.28,113,6440,214.843085,52.74788,7.509,7.509,7.509,7.509,7.509,113,0.0,0.0688508612441997,j141922.35p524452.39,1,19486,214.843115,52.747886,ceers-v3_prism-clear_1345_80445.spec.fits,ceers-v3,80445,0,,3,7.5114,7.5114,Redshift matches ceers-v2_prism-clear_1345_80445 z=7.5103,KNa23  z=7.509,1,1.18,0.6,5.29,-1.0,,,,42.04,,,,FITS   zfit   spl,,,0.021599999993806497
CEERS_80573,214.773924,52.780599,5.428,,-19.7,0.02,0.07,,8.4,0.06,0.05,,,,,51,21,>,5.2,,,,,,,,7.97,0.27,0.27,1,R3,,50664,214.773909,52.780597,37446.852,8843.255,226.0,0.92,0.0,4.826,0.09313,0.00487,3.638407,0.228653,-24.026816,29.107258,0.0,0.00496,0.0,0.04733,0.0,0.04444,0.0,0.06097,0.0,0.06122,0.05451,0.05197,0.05535,0.07887,0.08658,0.06643,-99.0,0.00515,-99.0,0.00543,-99.0,0.01197,-99.0,0.01134,-99.0,0.00272,0.00349,0.0028,0.00256,0.00232,0.00428,0.0038,0.28,114,50664,214.773909,52.780597,5.428,5.428,5.428,5.428,5.428,114,0.0,0.033447063484926993,j141905.74p524650.16,1,19489,214.773924,52.780599,ceers-v3_prism-clear_1345_80573.spec.fits,ceers-v3,80573,0,,3,5.4289,5.4289,Redshifts match v2 grade=3,KNa23  z=5.428,1,1.9,0.6,5.29,4.3,13.7,,41.97,42.37,,,,FITS   zfit   spl,,,0.007200000005568831
CEERS_80576,214.769627,52.77294,5.45,,-19.13,0.11,0.07,,8.26,0.06,0.05,,0.88,0.07,0.08,196,34,,6.1,1.1,,8.1,1.4,>,5.8,,7.69,0.39,0.22,1,R23,,48886,214.769618,52.772937,38349.633,8486.978,154.0,0.98,0.0,3.16,0.04449,0.00259,2.874568,0.175101,-29.438071,22.996544,0.0,0.0021,0.0,0.00892,0.0,0.00646,0.0,0.00704,0.0,0.01471,0.01068,0.01054,0.01537,0.03274,0.03593,0.02276,-99.0,0.0031,-99.0,0.00314,-99.0,0.00636,-99.0,0.00735,-99.0,0.00169,0.002,0.00169,0.00147,0.00123,0.00211,0.00213,0.28,14,48886,214.769618,52.772937,5.45,5.45,5.45,5.45,5.45,14,0.0,0.0223796107709327,j141904.71p524622.58,1,19491,214.769627,52.77294,ceers-v3_prism-clear_1345_80576.spec.fits,ceers-v3,80576,0,,3,5.4444,5.4444,Redshifts match v2 grade=3,KNa23  z=5.450,1,1.79,0.6,5.29,1.3,18.2,,42.11,42.58,,,,FITS   zfit   spl,,,0.010799999996903249
